title,authors,where_published,DOI,provenance,source_wg_report,study_specific_inclusion_notes,year,duplicate_group,duplicate_of_or_relation,relevance_tier,prior_wg_status,publication_type,numpages,assignment_scope,catalogue_status,catalogue_entry_id,catalogue_file,exclusion_reason
Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,"Jin, Hyoungwook and Lee, Seonghee and Shin, Hyungyu and Kim, Juho",Proceedings of the CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642349,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 91,Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks.",2024,,,3-assignment feedback/support or student use,2024 WG extraction: Yes,,,Yes,loaded,assessment:binary-search-learning-by-teaching,site/public/data/assessments/assessment-binary-search-learning-by-teaching.json,
Teaching CS50 with AI: Leveraging Generative Artificial Intelligence in Computer Science Education,"Liu, Rongxin; Zenke, Carter; Liu, Charlie; Holmes, Andrew; Thornton, Patrick; Malan, David J.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630938,beyond-the-hype.pdf + beyond-the-hype.html / References [87],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: The tools were received positively by students, who noted that they felt like they had ""a personal tutor.'' Our findings suggest that integrating AI thoughtfully into educational settings enhances the learning experience by providing continuous, customized support and enabling human educators to address more complex pedagogical issues.",2024,DG062,same work as canonical occurrence in DG062; preserved for distinct provenance,3-assignment feedback/support or student use,2024 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Teaching CS50 with AI: Leveraging Generative Artificial Intelligence in Computer Science Education,"Liu, Rongxin; Zenke, Carter; Liu, Charlie; Holmes, Andrew; Thornton, Patrick; Malan, David J.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630938,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 100,Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: The tools were received positively by students, who noted that they felt like they had ""a personal tutor.'' Our findings suggest that integrating AI thoughtfully into educational settings enhances the learning experience by providing continuous, customized support and enabling human educators to address more complex pedagogical issues.",2024,DG062,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2024 WG extraction: Yes,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Teaching CS50 with AI: Leveraging Generative Artificial Intelligence in Computer Science Education,"Liu, Rongxin; Zenke, Carter; Liu, Charlie; Holmes, Andrew; Thornton, Patrick; Malan, David J.",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630938,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 10,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: The tools were received positively by students, who noted that they felt like they had ""a personal tutor.'' Our findings suggest that integrating AI thoughtfully into educational settings enhances the learning experience by providing continuous, customized support and enabling human educators to address more complex pedagogical issues.",2024,DG062,same work as canonical occurrence in DG062; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Teaching IT Software Fundamentals: Strategies and Techniques for Inclusion of Large Language Models: Strategies and Techniques for Inclusion of Large Language Models,"Gumina, Sharon; Dalton, Travis; Gerdes, John",Proceedings of the 24th Annual Conference on Information Technology Education,10.1145/3585059.3611409,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 39,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Learning objectives are compromised when students submit AI-generated code for a classroom assignment without comprehending or validating the code.",2023,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Teaching Security in the Era of Generative AI: A Course Design of Security + ChatGPT,"Wang, Yang; McCoey, Margaret; Hu, Qian; Jalalitabar, Maryam",2024 IEEE Integrated STEM Education Conference (ISEC),10.1109/ISEC61299.2024.10664905,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 127,The Rest of the Robots (ITiCSE 2025 WG),Course design that introduces ChatGPT-assisted security tasks and labs; include pending full-text confirmation of concrete assignment changes.,2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:security-chatgpt-lab-series,site/public/data/assessments/assessment-security-chatgpt-lab-series.json,
Teaching UML using a RAG-based LLM,"Ardimento, Pasquale; Bernardi, Mario Luca; Cimitile, Marta",2024 International Joint Conference on Neural Networks (IJCNN),10.1109/ijcnn60899.2024.10651492,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 119,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Teachers need to understand the students’ behavior along with their modeling activities to provide suggestions and feedback to avoid more frequent mistakes and improve their capabilities.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,,,,Did not meet the review's eligibility criteria
Teaching with AI (GPT),"Liu, Rongxin; Malan, David J.; Zhukovets, Yuliia; Lloyd, Doug",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,10.1145/3641555.3704765,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 145,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: In this tutorial, we share our journey and offer insights into responsibly harnessing AI in educational settings.",2025,,,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,one-page short contribution/abstract; exact subtype to verify,1,Yes,,,,Full text unavailable for eligibility screening
The AI Companion in Education: Analyzing the Pedagogical Potential of ChatGPT in Computer Science and Engineering,"He, Zhangying; Nguyen, Thomas; Miari, Tahereh; Aliasgari, Mehrdad; Rafatirad, Setareh; Sayadi, Hossein",2024 IEEE Global Engineering Education Conference (EDUCON),10.1109/educon60312.2024.10578820,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 201,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: According to our examinations, certain question types, like conceptual knowledge queries, typically do not pose significant challenges to ChatGPT, and thus, are excluded from our analysis.",2024,,,2-authentic assignment/assessment evidence,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
The Case for LLM Workshops,"Bopp, Chris; Foerst, Anne; Kellogg, Brian",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630941,beyond-the-hype.pdf + beyond-the-hype.html / References [20],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: We also teach our colleagues how to modify assignments to make them, to some extent, LLM proof.",2024,,,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,,,,Did not meet the review's eligibility criteria
The Effects of Generative AI on Computing Students’ Help-Seeking Preferences,"Hou, Irene; Mettille, Sophia; Man, Owen; Li, Zhuo; Zastudil, Cynthia; MacNeil, Stephen",Proceedings of the 26th Australasian Computing Education Conference,10.1145/3636243.3636248,beyond-the-hype.pdf + beyond-the-hype.html / References [49],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Help-seeking is a critical way that students learn new concepts, acquire new skills, and get unstuck when problem-solving in their computing courses.",2024,DG075,same work as canonical occurrence in DG075; preserved for distinct provenance,3-assignment feedback/support or student use,2024 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
The Effects of Generative AI on Computing Students’ Help-Seeking Preferences,"Hou, Irene; Mettille, Sophia; Man, Owen; Li, Zhuo; Zastudil, Cynthia; MacNeil, Stephen",Proceedings of the 26th Australasian Computing Education Conference,10.1145/3636243.3636248,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 103,Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Help-seeking is a critical way that students learn new concepts, acquire new skills, and get unstuck when problem-solving in their computing courses.",2024,DG075,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2024 WG extraction: No intervention,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
The Effects of Generative AI on Computing Students’ Help-Seeking Preferences,"Hou, Irene; Mettille, Sophia; Man, Owen; Li, Zhuo; Zastudil, Cynthia; MacNeil, Stephen",Proceedings of the 26th Australasian Computing Education Conference,10.1145/3636243.3636248,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 50,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Help-seeking is a critical way that students learn new concepts, acquire new skills, and get unstuck when problem-solving in their computing courses.",2024,DG075,same work as canonical occurrence in DG075; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
The Evolving Usage of GenAI by Computing Students,"Hou, Irene; Nguyen, Hannah Vy; Man, Owen; MacNeil, Stephen",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,10.1145/3641555.3705266,the-rest-of-the-robots-github/output/not_relevant_for_wg.csv / not-relevant row 463,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Help-seeking is a critical aspect of learning and problem-solving for computing students.",2025,DG092,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: not-relevant; classifier=RELEVANT,,,No,,,,Assessment not a substantive object of study
The Evolving Usage of GenAI by Computing Students,"Hou, Irene; Nguyen, Hannah Vy; Man, Owen; MacNeil, Stephen",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2,10.1145/3641555.3705266,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [49],The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Help-seeking is a critical aspect of learning and problem-solving for computing students.",2025,DG092,same work as canonical occurrence in DG092; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG report reference,,,No,,,,Assessment not a substantive object of study
The Impact of Chatbots on Students' Reflective Thinking in Introductory Programming Course,"Rachmat, Agatha; Watterson, Craig; Lundqvist, Karsten",2025 IEEE Global Engineering Education Conference (EDUCON),10.1109/educon62633.2025.11016417,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 184,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Students' feedback was collected through two instruments: a Reflective Thinking Scale questionnaire, which measured students' reflective thinking abilities, and an open-ended student guide questionnaire designed to gather qualitative insights into their views and experiences using chatbots.",2025,,,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
The Impact of ChatGPT on Software Engineering Education: A Quick Peek,"Li, Yihao; Xu, Jialong; Zhu, Yinghua; Liu, Huashuo; Liu, Pan",2023 10th International Conference on Dependable Systems and Their Applications (DSA),10.1109/dsa59317.2023.00087,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 145,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Specifically, to make our case study creative and interesting, we compare the impact answered by ChatGPT with the real feedback from existing literature.",2023,,,3-assignment feedback/support or student use,2025 WG dataset: upper,,,No,,,,Assessment not a substantive object of study
The NAJEH Effect: How ChatGPT is Shaping the Future of Higher Education,"Abid, Abir; Somai, Meriem; Kammoun, Habib M.; Kallel, Ilhem",2024 21st International Conference on Information Technology Based Higher Education and Training (ITHET),10.1109/ithet61869.2024.10837661,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 199,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Therefore, we present in this paper a virtual tutor, named NAJEH, integrated into the student engagement portal and mobile application (MYU) and have access to the Student Information System (SIS) and Learning Management System (LMS) of the Honoris United Universities11https://honoris.net/, which includes 6 institutions in Tunisia.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: other; classifier=NOT_RELEVANT,,,No,,,,Assessment not a substantive object of study
The Power of Context: An LLM-based Programming Tutor with Focused and Proactive Feedback,"Mueller, Moritz; List, Corinna; Kipp, Michael",Proceedings of the 6th European Conference on Software Engineering Education,10.1145/3723010.3723034,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 158,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Current research aims to utilize Large Language Models (LLMs) for tutoring beginning programming students efficiently and at scale.",2025,,,3-assignment feedback/support or student use,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:context-aware-programming-tutor-tasks,site/public/data/assessments/assessment-context-aware-programming-tutor-tasks.json,
The Role of Generative AI in Higher Education: A Decade of Current Status and Future Prospects,"Niu, Hailong; Gong, Xinlu",Proceedings of the 2024 5th International Conference on Computer Science and Management Technology,10.1145/3708036.3708178,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 152,The Rest of the Robots (ITiCSE 2025 WG),"Borderline: the paper broadly discusses computing-course assessment or assignment redesign, but the supplied metadata does not establish a specific implemented assignment change. Supplied evidence: Generative AI has brought profound transformations to teaching methods, learning experiences, and assessment models, but it also presents challenges related to academic integrity and educational equity.",2025,,,4-borderline assignment-relevant context,2025 WG dataset: other; classifier=NOT_RELEVANT,,,No,,,,Assessment not a substantive object of study
"The use of ChatGPT to generate Summative Feedback in Programming Assessments that is Consistent, Prompt, without Bias and Scalable","McGowan, Aidan; Anderson, Neil; Smith, Christopher",Proceedings of the Cognitive Models and Artificial Intelligence Conference,10.1145/3660853.3660863,the-rest-of-the-robots-github/output/not_relevant_for_wg.csv / not-relevant row 388,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: ABSTRACTThis paper explores the automated integration of ChatGPT into the feedback process for a large-scale and complex university programming assignment.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: not-relevant; classifier=RELEVANT,,,Yes,loaded,assessment:oop-autofeed-summative-feedback,site/public/data/assessments/assessment-oop-autofeed-summative-feedback.json,
The Widening Gap: The Benefits and Harms of Generative AI for Novice Programmers,"Prather, James; Reeves, Brent N; Leinonen, Juho; MacNeil, Stephen; Randrianasolo, Arisoa S; Becker, Brett A.; Kimmel, Bailey; Wright, Jared; Briggs, Ben",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,10.1145/3632620.3671116,beyond-the-hype.pdf + beyond-the-hype.html / References [113],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Meanwhile, many novices are now programming with generative AI (GenAI), which can provide complete solutions to most introductory programming problems, code suggestions, hints for next steps when stuck, and explain cryptic error messages.",2024,DG071,same work as canonical occurrence in DG071; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,loaded,assessment:genai-positive-negative-program,site/public/data/assessments/assessment-genai-positive-negative-program.json,
The Widening Gap: The Benefits and Harms of Generative AI for Novice Programmers,"Prather, James; Reeves, Brent N; Leinonen, Juho; MacNeil, Stephen; Randrianasolo, Arisoa S; Becker, Brett A.; Kimmel, Bailey; Wright, Jared; Briggs, Ben",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,10.1145/3632620.3671116,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 110,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Meanwhile, many novices are now programming with generative AI (GenAI), which can provide complete solutions to most introductory programming problems, code suggestions, hints for next steps when stuck, and explain cryptic error messages.",2024,DG071,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:genai-positive-negative-program,site/public/data/assessments/assessment-genai-positive-negative-program.json,
Thrilled by Your Progress! Large Language Models (GPT-4) No Longer Struggle to Pass Assessments in Higher Education Programming Courses,"Savelka, Jaromir; Agarwal, Arav; An, Marshall; Bogart, Chris; Sakr, Majd",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600142,beyond-the-hype.pdf + beyond-the-hype.html / References [125],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This paper studies recent developments in large language models’ (LLM) abilities to pass assessments in introductory and intermediate Python programming courses at the postsecondary level.",2023,DG035,same work as canonical occurrence in DG035; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,loaded,assessment:python-course-assessment-suite,site/public/data/assessments/assessment-python-course-assessment-suite.json,
Thrilled by Your Progress! Large Language Models (GPT-4) No Longer Struggle to Pass Assessments in Higher Education Programming Courses,"Savelka, Jaromir; Agarwal, Arav; An, Marshall; Bogart, Chris; Sakr, Majd",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600142,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 96,Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This paper studies recent developments in large language models’ (LLM) abilities to pass assessments in introductory and intermediate Python programming courses at the postsecondary level.",2023,DG035,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,"2024 WG extraction: No intervention, No empirical human evidence",,,Yes,loaded,assessment:python-course-assessment-suite,site/public/data/assessments/assessment-python-course-assessment-suite.json,
Thrilled by Your Progress! Large Language Models (GPT-4) No Longer Struggle to Pass Assessments in Higher Education Programming Courses,"Savelka, Jaromir; Agarwal, Arav; An, Marshall; Bogart, Chris; Sakr, Majd",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600142,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 27,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This paper studies recent developments in large language models’ (LLM) abilities to pass assessments in introductory and intermediate Python programming courses at the postsecondary level.",2023,DG035,same work as canonical occurrence in DG035; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,loaded,assessment:python-course-assessment-suite,site/public/data/assessments/assessment-python-course-assessment-suite.json,
Thrilled by Your Progress! Large Language Models (GPT-4) No Longer Struggle to Pass Assessments in Higher Education Programming Courses,"Savelka, Jaromir; Agarwal, Arav; An, Marshall; Bogart, Chris; Sakr, Majd",Proceedings of the 2023 ACM Conference on International Computing Education Research - Volume 1,10.1145/3568813.3600142,the-robots-are-here.pdf + the-robots-are-here.html / References [175],The Robots Are Here (ITiCSE 2023 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This paper studies recent developments in large language models’ (LLM) abilities to pass assessments in introductory and intermediate Python programming courses at the postsecondary level.",2023,DG035,same work as canonical occurrence in DG035; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2023 WG report reference,,,Yes,loaded,assessment:python-course-assessment-suite,site/public/data/assessments/assessment-python-course-assessment-suite.json,
Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,"Neyem, Andrés; González, Luis A.; Mendoza, Marcelo; Alcocer, Juan Pablo Sandoval; Centellas, Leonardo; Paredes, Carlos",IEEE Transactions on Learning Technologies,10.1109/tlt.2024.3396735,beyond-the-hype.pdf + beyond-the-hype.html / References [101],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Software assistants have significantly impacted software development for both practitioners and students, particularly in capstone projects.",2024,DG028,same work as canonical occurrence in DG028; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,loaded,assessment:ai-knowledge-assisted-capstone,site/public/data/assessments/assessment-ai-knowledge-assisted-capstone.json,
Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,"Neyem, Andrés; González, Luis A.; Mendoza, Marcelo; Alcocer, Juan Pablo Sandoval; Centellas, Leonardo; Paredes, Carlos",IEEE Transactions on Learning Technologies,10.1109/tlt.2024.3396735,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 82,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Software assistants have significantly impacted software development for both practitioners and students, particularly in capstone projects.",2024,DG028,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:ai-knowledge-assisted-capstone,site/public/data/assessments/assessment-ai-knowledge-assisted-capstone.json,
Toward an AI Knowledge Assistant for Context-Aware Learning Experiences in Software Capstone Project Development,"Neyem, Andrés; González, Luis A.; Mendoza, Marcelo; Alcocer, Juan Pablo Sandoval; Centellas, Leonardo; Paredes, Carlos",IEEE Transactions on Learning Technologies,10.1109/tlt.2024.3396735,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [85],The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Software assistants have significantly impacted software development for both practitioners and students, particularly in capstone projects.",2024,DG028,same work as canonical occurrence in DG028; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG report reference,,,Yes,loaded,assessment:ai-knowledge-assisted-capstone,site/public/data/assessments/assessment-ai-knowledge-assisted-capstone.json,
Towards Integrating Emerging AI Applications in SE Education,"Vierhauser, Michael; Groher, Iris; Antensteiner, Tobias; Sauerwein, Clemens",2024 36th International Conference on Software Engineering Education and Training (CSEE&T),10.1109/cseet62301.2024.10663045,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 88,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Examples range from programming assignment solutions that are fully generated via ChatGPT, to various forms of cheating during exams.",2024,DG004,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Towards Integrating Emerging AI Applications in SE Education,"Vierhauser, Michael; Groher, Iris; Antensteiner, Tobias; Sauerwein, Clemens",2024 36th International Conference on Software Engineering Education and Training (CSEE&T),10.1109/cseet62301.2024.10663045,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [120],The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Examples range from programming assignment solutions that are fully generated via ChatGPT, to various forms of cheating during exams.",2024,DG004,same work as canonical occurrence in DG004; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Towards the Integration of Large Language Models and Automatic Assessment Tools: Enhancing Student Support in Programming Assignments,"Pereira Cipriano, Bruno; Silva, Miguel; Correia, Rodrigo; Alves, Pedro",Proceedings of the 24th Koli Calling International Conference on Computing Education Research,10.1145/3699538.3699588,the-rest-of-the-robots-github/output/not_relevant_for_wg.csv / not-relevant row 36,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Thus, it’s crucial to responsibly integrate them into computer science courses.To address this, we integrated an open-source Automatic Assessment Tool with GPT, enabling students to receive LLM assistance on their programming assignments.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: not-relevant; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Towards Understanding the Geospatial Skills of ChatGPT: Taking a Geographic Information Systems (GIS) Exam,"Mooney, Peter; Cui, Wencong; Guan, Boyuan; Juhász, Levente",Proceedings of the 6th ACM SIGSPATIAL International Workshop on AI for Geographic Knowledge Discovery,10.1145/3615886.3627745,the-rest-of-the-robots-github/output/not_relevant_for_wg.csv / not-relevant row 18,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This paper examines the performance of ChatGPT, a large language model (LLM), in a geographic information systems (GIS) exam.",2023,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: not-relevant; classifier=NOT_RELEVANT,,,Yes,loaded,assessment:introductory-gis-exam,site/public/data/assessments/assessment-introductory-gis-exam.json,
Transformed by Transformers: Navigating the AI Coding Revolution for Computing Education: An ITiCSE Working Group Conducted by Humans,"Prather, James; Denny, Paul; Leinonen, Juho; Becker, Brett A.; Albluwi, Ibrahim; Caspersen, Michael E.; Craig, Michelle; Keuning, Hieke; Kiesler, Natalie; Kohn, Tobias; Luxton-Reilly, Andrew; MacNeil, Stephen; Petersen, Andrew; Pettit, Raymond; Reeves, Brent N.; Savelka, Jaromir",Proceedings of the 2023 Conference on Innovation and Technology in Computer Science Education V. 2,10.1145/3587103.3594206,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 19,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Recent work in computing education has sought to understand the capabilities of LLMs for solving tasks such as writing code, explaining code, creating novel coding assignments, interpreting programming error messages, and more.",2023,DG041,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=NOT_RELEVANT,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
